ts,rot,invx,invy,panx,pany,ks_h,ks_v,pin_x,pin_y,lead,opix,opix_exp,eol,starved,result,tl_x,tl_y,tr_x,tr_y,br_x,br_y,bl_x,bl_y,scale_pct
1782687482,0,4096,4096,0,0,0,0,0,0,24576,436280,2073600,227,13846,short,-200,-200,0,0,-200,200,0,0,100
1782687490,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,200,-200,0,0,-200,200,0,0,100
1782687491,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,200,-200,0,0,-200,200,0,0,100
1782687492,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,200,-200,0,0,-200,200,0,0,100
1782687493,0,4096,4096,0,0,0,0,0,0,12288,496026,2073600,258,18942,short,200,-200,0,0,-200,200,0,0,100
1782687494,0,4096,4096,0,0,0,0,0,0,16384,496194,2073600,258,19445,short,200,-200,0,0,-200,200,0,0,100
1782687495,0,4096,4096,0,0,0,0,0,0,24576,495929,2073600,258,21495,short,200,-200,0,0,-200,200,0,0,100
1782687503,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-200,200,0,0,-200,200,0,0,100
1782687504,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-200,200,0,0,-200,200,0,0,100
1782687505,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-200,200,0,0,-200,200,0,0,100
1782687506,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-200,200,0,0,-200,200,0,0,100
1782687507,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,-200,200,0,0,-200,200,0,0,100
1782687508,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,11127,FULL,-200,200,0,0,-200,200,0,0,100
1782687516,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11301,FULL,200,200,0,0,-200,200,0,0,100
1782687517,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11273,FULL,200,200,0,0,-200,200,0,0,100
1782687518,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11280,FULL,200,200,0,0,-200,200,0,0,100
1782687519,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11272,FULL,200,200,0,0,-200,200,0,0,100
1782687520,0,4096,4096,0,0,0,0,0,0,16384,251693,2073600,131,6839,short,200,200,0,0,-200,200,0,0,100
1782687522,0,4096,4096,0,0,0,0,0,0,24576,251677,2073600,131,19350,short,200,200,0,0,-200,200,0,0,100
1782687529,0,4096,4096,0,0,0,0,0,0,4096,456414,2073600,238,59351,short,-200,-200,0,0,200,200,0,0,100
1782687530,0,4096,4096,0,0,0,0,0,0,6144,456380,2073600,238,59729,short,-200,-200,0,0,200,200,0,0,100
1782687531,0,4096,4096,0,0,0,0,0,0,8192,456466,2073600,238,60262,short,-200,-200,0,0,200,200,0,0,100
1782687532,0,4096,4096,0,0,0,0,0,0,12288,456397,2073600,238,61817,short,-200,-200,0,0,200,200,0,0,100
