ts,rot,invx,invy,panx,pany,ks_h,ks_v,pin_x,pin_y,lead,opix,opix_exp,eol,starved,result,tl_x,tl_y,tr_x,tr_y,br_x,br_y,bl_x,bl_y,scale_pct
1782676298,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,200,-200,200,-200,200,-200,-200,-200,100
1782676299,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,200,-200,200,-200,200,-200,-200,-200,100
1782676300,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,200,-200,200,-200,200,-200,-200,-200,100
1782676301,0,4096,4096,0,0,0,0,0,0,16384,1340319,2073600,698,51640,short,200,-200,200,-200,200,-200,-200,-200,100
1782676302,0,4096,4096,0,0,0,0,0,0,24576,1340319,2073600,698,52117,short,200,-200,200,-200,200,-200,-200,-200,100
1782676311,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-200,200,200,-200,200,-200,-200,-200,100
1782676312,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-200,200,200,-200,200,-200,-200,-200,100
1782676313,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-200,200,200,-200,200,-200,-200,-200,100
1782676314,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-200,200,200,-200,200,-200,-200,-200,100
1782676315,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,-200,200,200,-200,200,-200,-200,-200,100
1782676317,0,4096,4096,0,0,0,0,0,0,24576,692486,2073600,361,16598,short,-200,200,200,-200,200,-200,-200,-200,100
1782676325,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11278,FULL,200,200,200,-200,200,-200,-200,-200,100
1782676326,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11278,FULL,200,200,200,-200,200,-200,-200,-200,100
1782676327,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11287,FULL,200,200,200,-200,200,-200,-200,-200,100
1782676328,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11287,FULL,200,200,200,-200,200,-200,-200,-200,100
1782676329,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11278,FULL,200,200,200,-200,200,-200,-200,-200,100
1782676331,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,11276,FULL,200,200,200,-200,200,-200,-200,-200,100
1782676340,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-200,-200,-200,200,200,-200,-200,-200,100
1782676340,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-200,-200,-200,200,200,-200,-200,-200,100
1782676341,0,4096,4096,0,0,0,0,0,0,8192,529158,2073600,276,56095,short,-200,-200,-200,200,200,-200,-200,-200,100
1782676342,0,4096,4096,0,0,0,0,0,0,12288,529286,2073600,276,53981,short,-200,-200,-200,200,200,-200,-200,-200,100
1782676344,0,4096,4096,0,0,0,0,0,0,16384,529098,2073600,276,58064,short,-200,-200,-200,200,200,-200,-200,-200,100
1782676345,0,4096,4096,0,0,0,0,0,0,24576,529081,2073600,276,59948,short,-200,-200,-200,200,200,-200,-200,-200,100
1782676354,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,200,-200,-200,200,200,-200,-200,-200,100
1782676355,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,200,-200,-200,200,200,-200,-200,-200,100
1782676356,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,200,-200,-200,200,200,-200,-200,-200,100
1782676357,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,200,-200,-200,200,200,-200,-200,-200,100
1782676358,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,200,-200,-200,200,200,-200,-200,-200,100
1782676359,0,4096,4096,0,0,0,0,0,0,24576,618463,2073600,322,24267,short,200,-200,-200,200,200,-200,-200,-200,100
1782676368,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-200,200,-200,200,200,-200,-200,-200,100
